# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CIB10637_006564	CIB10637_006564	CIB10637_006564-T1	protein_coding	0	3	3	28	0	1	2	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	2	4
CIB10637_006566	CIB10637_006566	CIB10637_006566-T1	protein_coding	0	0	3	17	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	11
CIB10637_006567	CIB10637_006567	CIB10637_006567-T1	protein_coding	0	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CIB10637_006568	CIB10637_006568	CIB10637_006568-T1	protein_coding	0	3	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	10
CIB10637_006569	CIB10637_006569	CIB10637_006569-T1	protein_coding	0	1	2	33	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	23
CIB10637_006570	CIB10637_006570	CIB10637_006570-T1	protein_coding	1	2	2	43	0	0	0	0	0	0	0	29	1	0	0	2	0	0	0	1	0	0	1	0	2	14
CIB10637_006571	CIB10637_006571	CIB10637_006571-T1	protein_coding	1	0	9	50	0	0	0	0	0	0	0	31	1	0	0	9	0	0	0	0	0	0	0	0	0	19
CIB10637_006572	CIB10637_006572	CIB10637_006572-T1	protein_coding	0	2	8	62	0	0	0	0	0	0	0	34	0	0	0	8	0	0	0	0	0	0	0	0	2	28
CIB10637_006573	CIB10637_006573	CIB10637_006573-T1	protein_coding	0	0	3	81	4	0	1	0	0	0	0	32	0	0	0	3	0	0	0	1	0	0	0	0	0	44
CIB10637_006574	CIB10637_006574	CIB10637_006574-T1	protein_coding	0	0	3	74	0	0	1	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	0	0	33
CIB10637_006576	CIB10637_006576	CIB10637_006576-T1	protein_coding	0	2	0	63	4	1	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	43
CIB10637_006580	CIB10637_006580	CIB10637_006580-T1	protein_coding	0	2	0	49	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	33
CIB10637_006581	CIB10637_006581	CIB10637_006581-T1	protein_coding	0	1	0	52	0	0	0	0	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	1	28
CIB10637_006582	CIB10637_006582	CIB10637_006582-T1	protein_coding	0	3	2	53	0	0	0	0	0	0	0	21	0	0	1	2	0	0	0	1	0	0	0	0	2	32
CIB10637_006583	CIB10637_006583	CIB10637_006583-T1	protein_coding	0	2	1	57	0	0	0	0	0	0	0	32	0	0	4	1	0	0	0	0	0	0	0	0	2	21
CIB10637_006584	CIB10637_006584	CIB10637_006584-T1	protein_coding	0	2	2	60	0	0	5	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	28
CIB10637_006585	CIB10637_006585	CIB10637_006585-T1	protein_coding	0	1	1	51	0	0	0	0	0	0	0	22	0	0	6	1	0	0	0	0	0	0	0	0	1	23
CIB10637_006587	CIB10637_006587	CIB10637_006587-T1	protein_coding	0	1	0	43	0	0	0	0	0	0	0	22	0	0	3	0	0	0	0	0	0	0	0	0	1	18
CIB10637_006588	CIB10637_006588	CIB10637_006588-T1	protein_coding	0	2	1	35	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	17
CIB10637_006589	CIB10637_006589	CIB10637_006589-T1	protein_coding	1	5	3	57	0	0	0	0	0	0	0	41	1	0	1	3	0	0	0	1	0	0	0	0	5	15
CIB10637_006590	CIB10637_006590	CIB10637_006590-T1	protein_coding	1	0	2	52	0	0	0	0	0	0	0	36	1	0	0	2	0	0	0	0	0	0	0	0	0	16
CIB10637_006591	CIB10637_006591	CIB10637_006591-T1	protein_coding	0	1	3	56	0	0	0	0	0	1	0	26	0	0	1	2	0	0	0	0	0	0	0	0	1	29
CIB10637_006593	CIB10637_006593	CIB10637_006593-T1	protein_coding	0	1	4	47	0	0	0	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	1	27
CIB10637_006594	CIB10637_006594	CIB10637_006594-T1	protein_coding	0	1	2	59	1	0	0	0	0	0	0	34	0	0	2	2	0	0	0	1	0	0	0	0	1	22
CIB10637_006596	CIB10637_006596	CIB10637_006596-T1	protein_coding	1	0	1	56	0	0	0	0	0	0	0	24	1	0	0	1	0	0	0	0	0	0	0	0	0	32
CIB10637_006598	CIB10637_006598	CIB10637_006598-T1	protein_coding	0	1	1	65	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	1	40
CIB10637_006599	CIB10637_006599	CIB10637_006599-T1	protein_coding	0	2	6	75	0	0	0	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	2	38
CIB10637_006600	CIB10637_006600	CIB10637_006600-T1	protein_coding	0	3	2	55	0	0	0	0	0	0	0	23	0	0	1	2	0	0	0	0	0	0	0	0	3	31
CIB10637_006601	CIB10637_006601	CIB10637_006601-T1	protein_coding	0	1	0	54	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CIB10637_006602	CIB10637_006602	CIB10637_006602-T1	protein_coding	0	2	2	55	0	0	1	0	0	0	0	17	0	0	3	2	0	0	0	0	0	0	0	0	2	34
CIB10637_006603	CIB10637_006603	CIB10637_006603-T1	protein_coding	0	1	5	53	0	0	0	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	1	16
CIB10637_006605	CIB10637_006605	CIB10637_006605-T1	protein_coding	0	1	2	63	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	1	19
CIB10637_006607	CIB10637_006607	CIB10637_006607-T1	protein_coding	0	0	0	60	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	23
CIB10637_006612	CIB10637_006612	CIB10637_006612-T1	protein_coding	0	4	4	76	0	0	0	0	0	0	0	24	0	0	2	4	0	0	0	0	0	0	0	0	4	50
CIB10637_006614	CIB10637_006614	CIB10637_006614-T1	protein_coding	0	3	1	76	0	0	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	3	22
CIB10637_006615	CIB10637_006615	CIB10637_006615-T1	protein_coding	0	0	4	73	0	0	0	1	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	0	39
CIB10637_006616	CIB10637_006616	CIB10637_006616-T1	protein_coding	0	0	1	76	0	0	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	40
CIB10637_006617	CIB10637_006617	CIB10637_006617-T1	protein_coding	1	3	8	83	1	0	1	0	0	0	0	32	1	0	0	8	0	0	0	0	0	0	0	0	3	49
CIB10637_006618	CIB10637_006618	CIB10637_006618-T1	protein_coding	1	1	6	62	1	0	3	0	0	0	0	19	1	0	3	6	0	0	0	0	0	0	0	0	1	36
CIB10637_006618	CIB10637_006618	CIB10637_006618-T2	protein_coding	1	2	7	60	1	0	3	0	0	0	0	19	1	0	1	7	0	0	0	0	0	0	0	0	2	36
CIB10637_006619	CIB10637_006619	CIB10637_006619-T1	protein_coding	0	1	1	53	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	32
CIB10637_006620	CIB10637_006620	CIB10637_006620-T1	protein_coding	0	1	2	50	0	0	3	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	30
CIB10637_006621	CIB10637_006621	CIB10637_006621-T1	protein_coding	1	0	3	61	0	0	0	0	0	0	0	39	1	0	2	3	0	0	0	0	0	0	0	0	0	20
CIB10637_006624	CIB10637_006624	CIB10637_006624-T1	protein_coding	0	4	2	63	0	0	0	0	0	0	0	20	0	0	3	2	0	0	0	0	0	0	0	0	4	40
CIB10637_006625	CIB10637_006625	CIB10637_006625-T1	protein_coding	0	2	0	53	0	0	10	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	2	15
CIB10637_006625	CIB10637_006625	CIB10637_006625-T2	protein_coding	0	2	0	53	0	0	10	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	2	15
CIB10637_006627	CIB10637_006627	CIB10637_006627-T1	protein_coding	0	3	1	58	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	3	40
CIB10637_006628	CIB10637_006628	CIB10637_006628-T1	protein_coding	0	1	0	78	0	0	0	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	0	0	1	20
CIB10637_006629	CIB10637_006629	CIB10637_006629-T1	protein_coding	0	1	3	79	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	1	61
CIB10637_006630	CIB10637_006630	CIB10637_006630-T1	protein_coding	3	9	21	55	0	0	0	0	0	0	2	14	0	0	1	19	0	0	0	0	0	3	0	0	9	40
CIB10637_006631	CIB10637_006631	CIB10637_006631-T1	protein_coding	0	0	2	87	8	0	0	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	0	57
CIB10637_006637	CIB10637_006637	CIB10637_006637-T1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	30
CIB10637_006640	CIB10637_006640	CIB10637_006640-T1	protein_coding	0	4	1	89	4	1	2	0	0	0	0	34	0	0	1	1	0	0	0	1	0	0	0	0	2	48
CIB10637_006642	CIB10637_006642	CIB10637_006642-T1	protein_coding	0	0	2	72	0	0	0	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	0	31
CIB10637_006645	CIB10637_006645	CIB10637_006645-T1	protein_coding	1	0	5	63	0	0	0	0	0	0	0	32	0	0	2	5	0	0	0	0	0	1	0	0	0	29
CIB10637_006646	CIB10637_006646	CIB10637_006646-T1	protein_coding	1	0	5	61	0	0	0	0	0	0	0	31	0	0	0	5	0	0	0	1	0	1	0	0	0	30
CIB10637_006647	CIB10637_006647	CIB10637_006647-T1	protein_coding	0	7	9	110	1	2	15	0	1	1	0	36	0	0	3	7	0	0	0	0	0	0	0	0	5	55
CIB10637_006647	CIB10637_006647	CIB10637_006647-T2	protein_coding	0	4	9	109	1	0	2	0	1	1	0	36	0	0	2	7	0	0	0	0	0	0	0	0	4	68
CIB10637_006647	CIB10637_006647	CIB10637_006647-T3	protein_coding	0	4	9	109	1	0	2	0	1	1	0	36	0	0	2	7	0	0	0	0	0	0	0	0	4	68
CIB10637_006647	CIB10637_006647	CIB10637_006647-T4	protein_coding	0	6	8	112	2	2	19	0	1	1	0	36	0	0	0	6	0	0	0	0	0	0	0	0	4	55
CIB10637_006648	CIB10637_006648	CIB10637_006648-T1	protein_coding	0	1	0	102	0	0	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	1	70
CIB10637_006649	CIB10637_006649	CIB10637_006649-T1	protein_coding	2	1	4	65	0	0	0	0	0	0	0	14	1	0	0	4	0	0	0	1	0	1	1	0	1	51
CIB10637_006650	CIB10637_006650	CIB10637_006650-T1	protein_coding	0	3	0	58	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	3	22
CIB10637_006651	CIB10637_006651	CIB10637_006651-T1	protein_coding	0	2	1	58	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	2	31
CIB10637_006652	CIB10637_006652	CIB10637_006652-T1	protein_coding	0	4	1	40	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	4	28
CIB10637_006653	CIB10637_006653	CIB10637_006653-T1	protein_coding	0	11	9	46	0	0	0	0	0	0	0	22	0	0	1	9	0	0	0	0	0	0	0	0	11	23
CIB10637_006654	CIB10637_006654	CIB10637_006654-T1	protein_coding	1	0	2	45	0	0	0	0	0	0	0	25	1	0	0	2	0	0	0	0	0	0	0	0	0	20
CIB10637_006655	CIB10637_006655	CIB10637_006655-T1	protein_coding	0	4	5	43	0	0	2	0	0	0	0	23	0	0	2	5	0	0	0	1	0	0	0	0	3	17
CIB10637_006656	CIB10637_006656	CIB10637_006656-T1	protein_coding	2	0	1	37	0	0	2	0	0	0	0	15	1	0	0	1	0	0	0	0	0	1	0	0	0	20
CIB10637_006657	CIB10637_006657	CIB10637_006657-T1	protein_coding	0	2	0	40	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	2	18
CIB10637_006658	CIB10637_006658	CIB10637_006658-T1	protein_coding	0	0	1	49	0	0	0	0	0	0	0	19	0	0	5	1	0	0	0	0	0	0	0	0	0	25
CIB10637_006659	CIB10637_006659	CIB10637_006659-T1	protein_coding	0	0	2	44	0	0	0	0	0	0	0	28	0	0	1	2	0	0	0	0	0	0	0	0	0	15
CIB10637_006660	CIB10637_006660	CIB10637_006660-T1	protein_coding	0	1	2	43	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	26
CIB10637_006661	CIB10637_006661	CIB10637_006661-T1	protein_coding	0	3	4	59	0	0	2	0	0	0	0	29	0	0	3	4	0	0	0	0	0	0	0	0	3	25
CIB10637_006661	CIB10637_006661	CIB10637_006661-T2	protein_coding	0	3	3	60	0	0	3	0	0	0	0	29	0	0	3	3	0	0	0	0	0	0	0	0	3	25
CIB10637_006662	CIB10637_006662	CIB10637_006662-T1	protein_coding	1	0	1	50	0	0	0	0	0	0	0	25	1	0	0	1	0	0	0	0	0	0	0	0	0	25
CIB10637_006664	CIB10637_006664	CIB10637_006664-T1	protein_coding	0	2	0	39	1	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	2	17
CIB10637_006664	CIB10637_006664	CIB10637_006664-T2	protein_coding	0	2	0	39	1	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	2	17
CIB10637_006665	CIB10637_006665	CIB10637_006665-T1	protein_coding	0	0	2	37	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	22
CIB10637_006667	CIB10637_006667	CIB10637_006667-T1	protein_coding	1	0	1	43	0	0	0	0	0	0	0	27	0	0	3	1	0	0	0	0	0	1	0	0	0	13
CIB10637_006668	CIB10637_006668	CIB10637_006668-T1	protein_coding	0	8	7	48	0	0	0	0	1	1	0	21	0	0	1	5	0	0	0	1	0	0	0	0	7	27
CIB10637_006674	CIB10637_006674	CIB10637_006674-T1	protein_coding	0	1	0	42	0	1	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CIB10637_006674	CIB10637_006674	CIB10637_006674-T2	protein_coding	0	1	0	42	0	1	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CIB10637_006675	CIB10637_006675	CIB10637_006675-T1	protein_coding	0	1	0	36	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	12
CIB10637_006676	CIB10637_006676	CIB10637_006676-T1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CIB10637_006677	CIB10637_006677	CIB10637_006677-T1	protein_coding	0	0	1	32	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	12
CIB10637_006678	CIB10637_006678	CIB10637_006678-T1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CIB10637_006680	CIB10637_006680	CIB10637_006680-T1	protein_coding	0	0	2	36	0	0	0	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	0	14
CIB10637_006681	CIB10637_006681	CIB10637_006681-T1	protein_coding	0	1	3	46	0	0	3	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	1	26
CIB10637_006682	CIB10637_006682	CIB10637_006682-T1	protein_coding	1	0	0	48	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	20
CIB10637_006683	CIB10637_006683	CIB10637_006683-T1	protein_coding	0	0	2	45	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	24
CIB10637_006684	CIB10637_006684	CIB10637_006684-T1	protein_coding	0	1	0	96	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	1	28
CIB10637_006686	CIB10637_006686	CIB10637_006686-T1	protein_coding	0	1	0	203	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	1	15
CIB10637_006687	CIB10637_006687	CIB10637_006687-T1	protein_coding	0	1	3	79	0	0	0	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	0	1	14
CIB10637_006688	CIB10637_006688	CIB10637_006688-T1	protein_coding	0	1	2	21	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	12
CIB10637_006692	CIB10637_006692	CIB10637_006692-T1	protein_coding	0	2	0	26	0	0	2	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	13
CIB10637_006697	CIB10637_006697	CIB10637_006697-T1	protein_coding	1	1	0	22	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	1	9
CIB10637_006699	CIB10637_006699	CIB10637_006699-T1	protein_coding	0	1	4	24	1	1	2	0	0	0	0	8	0	0	1	4	0	0	0	0	0	0	0	0	0	12
CIB10637_006700	CIB10637_006700	CIB10637_006700-T1	protein_coding	0	0	2	23	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	9
CIB10637_006701	CIB10637_006701	CIB10637_006701-T1	protein_coding	0	0	1	28	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	12
CIB10637_006702	CIB10637_006702	CIB10637_006702-T1	protein_coding	0	1	2	26	0	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	0	0	0	0	1	14
CIB10637_006703	CIB10637_006703	CIB10637_006703-T1	protein_coding	0	0	1	24	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	14
CIB10637_006704	CIB10637_006704	CIB10637_006704-T1	protein_coding	0	3	1	26	0	0	0	0	0	0	0	14	0	0	1	1	0	0	0	0	0	0	0	0	3	11
CIB10637_006705	CIB10637_006705	CIB10637_006705-T1	protein_coding	0	3	5	29	0	0	0	0	0	0	0	11	0	0	1	5	0	0	0	0	0	0	0	0	3	17
CIB10637_006706	CIB10637_006706	CIB10637_006706-T1	protein_coding	0	7	2	31	0	0	0	0	0	0	0	15	0	0	1	2	0	0	0	0	0	0	0	0	7	15
CIB10637_006707	CIB10637_006707	CIB10637_006707-T1	protein_coding	0	1	1	36	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	20
CIB10637_006708	CIB10637_006708	CIB10637_006708-T1	protein_coding	0	1	2	33	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	1	19
CIB10637_006709	CIB10637_006709	CIB10637_006709-T1	protein_coding	0	0	2	37	3	0	1	0	0	0	0	14	0	0	3	2	0	0	0	0	0	0	0	0	0	16
CIB10637_006710	CIB10637_006710	CIB10637_006710-T1	protein_coding	0	0	4	40	12	0	3	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	19
CIB10637_006711	CIB10637_006711	CIB10637_006711-T1	protein_coding	0	1	2	24	0	0	1	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	6
CIB10637_006712	CIB10637_006712	CIB10637_006712-T1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CIB10637_006714	CIB10637_006714	CIB10637_006714-T1	protein_coding	0	0	4	20	0	0	1	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	8
CIB10637_006715	CIB10637_006715	CIB10637_006715-T1	protein_coding	0	2	0	19	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	0	1	8
CIB10637_006716	CIB10637_006716	CIB10637_006716-T1	protein_coding	0	0	2	22	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	12
CIB10637_006717	CIB10637_006717	CIB10637_006717-T1	protein_coding	0	1	1	29	3	1	5	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	12
CIB10637_006718	CIB10637_006718	CIB10637_006718-T1	protein_coding	0	1	2	19	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1	11
CIB10637_006719	CIB10637_006719	CIB10637_006719-T1	protein_coding	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CIB10637_006720	CIB10637_006720	CIB10637_006720-T1	protein_coding	0	2	1	18	0	0	0	0	0	0	0	10	0	0	3	1	0	0	0	0	0	0	0	0	2	5
CIB10637_006722	CIB10637_006722	CIB10637_006722-T1	protein_coding	0	4	3	32	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	4	12
CIB10637_006724	CIB10637_006724	CIB10637_006724-T1	protein_coding	0	2	2	33	7	0	2	1	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	13
CIB10637_006725	CIB10637_006725	CIB10637_006725-T1	protein_coding	0	0	1	36	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	14
CIB10637_006726	CIB10637_006726	CIB10637_006726-T1	protein_coding	0	0	0	34	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CIB10637_006727	CIB10637_006727	CIB10637_006727-T1	protein_coding	2	1	1	33	0	0	0	0	1	0	0	11	1	0	0	1	0	0	0	0	0	1	0	0	1	22
CIB10637_006728	CIB10637_006728	CIB10637_006728-T1	protein_coding	0	1	2	32	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	1	18
CIB10637_006730	CIB10637_006730	CIB10637_006730-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CIB10637_006731	CIB10637_006731	CIB10637_006731-T1	protein_coding	0	4	4	32	0	0	0	0	0	0	0	18	0	0	4	4	0	0	0	0	0	0	0	0	4	10
CIB10637_006732	CIB10637_006732	CIB10637_006732-T1	protein_coding	0	2	2	41	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	24
CIB10637_006733	CIB10637_006733	CIB10637_006733-T1	protein_coding	0	0	1	50	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	20
CIB10637_006734	CIB10637_006734	CIB10637_006734-T1	protein_coding	0	3	1	54	0	0	0	0	0	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	3	37
CIB10637_006735	CIB10637_006735	CIB10637_006735-T1	protein_coding	1	0	1	51	0	0	0	0	0	0	0	28	1	0	0	1	0	0	0	0	0	0	0	0	0	23
CIB10637_006736	CIB10637_006736	CIB10637_006736-T1	protein_coding	0	3	6	54	0	0	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	3	24
CIB10637_006738	CIB10637_006738	CIB10637_006738-T1	protein_coding	0	2	3	50	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	2	30
CIB10637_006739	CIB10637_006739	CIB10637_006739-T1	protein_coding	0	3	5	59	0	0	0	0	0	0	0	34	0	0	1	5	0	0	0	0	0	0	0	0	3	24
CIB10637_006740	CIB10637_006740	CIB10637_006740-T1	protein_coding	0	1	3	38	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	1	16
CIB10637_006741	CIB10637_006741	CIB10637_006741-T1	protein_coding	0	1	1	34	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	1	14
CIB10637_006742	CIB10637_006742	CIB10637_006742-T1	protein_coding	0	0	6	34	0	0	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	0	13
CIB10637_006743	CIB10637_006743	CIB10637_006743-T1	protein_coding	0	0	0	41	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CIB10637_006745	CIB10637_006745	CIB10637_006745-T1	protein_coding	0	1	0	36	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	20
CIB10637_006746	CIB10637_006746	CIB10637_006746-T1	protein_coding	0	1	4	23	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	1	14
CIB10637_006747	CIB10637_006747	CIB10637_006747-T1	protein_coding	0	1	2	27	0	0	0	0	0	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	1	9
CIB10637_006748	CIB10637_006748	CIB10637_006748-T1	protein_coding	0	1	0	34	0	0	7	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	1	11
CIB10637_006749	CIB10637_006749	CIB10637_006749-T1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CIB10637_006750	CIB10637_006750	CIB10637_006750-T1	protein_coding	0	1	1	29	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	16
CIB10637_006755	CIB10637_006755	CIB10637_006755-T1	protein_coding	0	2	3	44	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	2	25
CIB10637_006756	CIB10637_006756	CIB10637_006756-T1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	19
CIB10637_006757	CIB10637_006757	CIB10637_006757-T1	protein_coding	0	3	1	43	1	1	2	0	0	0	0	17	0	0	3	1	0	0	0	1	0	0	0	0	1	21
CIB10637_006757	CIB10637_006757	CIB10637_006757-T2	protein_coding	0	1	2	43	3	0	1	0	0	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	1	21
CIB10637_006758	CIB10637_006758	CIB10637_006758-T1	protein_coding	0	6	3	36	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	1	0	0	0	0	6	15
CIB10637_006759	CIB10637_006759	CIB10637_006759-T1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	14
CIB10637_006761	CIB10637_006761	CIB10637_006761-T1	protein_coding	0	1	0	34	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	1	16
CIB10637_006762	CIB10637_006762	CIB10637_006762-T1	protein_coding	0	3	8	22	0	0	0	0	0	1	0	7	0	0	0	7	0	0	0	0	0	0	0	0	3	15
CIB10637_006764	CIB10637_006764	CIB10637_006764-T1	protein_coding	0	0	1	24	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CIB10637_006765	CIB10637_006765	CIB10637_006765-T1	protein_coding	0	2	3	23	1	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	2	7
CIB10637_006766	CIB10637_006766	CIB10637_006766-T1	protein_coding	0	2	0	26	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	1	0	0	0	0	1	10
